Date;NO2;CO;PM25;Temp;Pressure;Humidity;O3
2.12.2021;0.17;0.45;0;25.03;941.95;65.72;11.61
3.12.2021;0.14;0.53;0;25.47;942.33;78.8;15.92
4.12.2021;0.15;0.5;0;25.07;943.21;80.09;16.6
5.12.2021;0.16;0.48;0;24.94;943.84;69.56;15.85
6.12.2021;0.15;0.49;0;25.47;943.04;64.94;12.61
7.12.2021;0.14;0.55;0;25.88;943.75;62.13;15.89
8.12.2021;0.14;0.58;0;26.32;943.86;55.19;11.43
9.12.2021;0.13;0.61;0;26.72;945.27;55.9;8.78
10.12.2021;0.14;0.57;0;26.72;945.39;57.85;9.09
11.12.2021;0.15;0.51;0;26.99;945.71;57.01;8.41
12.12.2021;0.22;0.32;0;26.7;944.55;56.31;3.6
13.12.2021;0.23;0.31;0;26.7;944.01;54.65;3.62
14.12.2021;0.22;0.33;0;26.63;943.92;62.11;3.82
23.12.2021;0.14;5.26;0;26.67;942.39;48.28;13.43
24.12.2021;0.13;5.56;0;26.65;942.54;50.31;12.82
25.12.2021;0.13;5.77;0;25.78;944.01;52.91;13.31
26.12.2021;0.13;5.85;0;26.6;944.19;50.82;13.57
27.12.2021;0.13;5.72;0;26.47;944.67;49.84;13.28
28.12.2021;0.13;5.55;0;26.47;943.64;54.63;12.86
29.12.2021;0.13;5.45;0;26.22;943.6;50.89;13.14
12.01.2022;0.15;4.45;0;25.4;940.97;57.91;8.79
1.04.2022;0.11;4.67;0;33.69;939.18;18.8;15.79
2.04.2022;0.11;4.62;0;31.69;940.38;31.47;17.29
3.04.2022;0.11;4.46;0;31.76;939.86;37.05;11.96
4.04.2022;0.11;4.64;0;32.15;940.1;34.45;16.57
5.04.2022;0.1;4.98;0;31.93;941.71;37.85;17.15
6.04.2022;0.1;4.91;0;32;942.03;39.72;19.04
7.04.2022;0.1;4.83;0;31.47;941.76;39.88;19.67
24.04.2022;0.13;7.53;0;31.7;939.57;35.7;13.93
25.04.2022;0.14;7.19;0;33.2;938.51;37.81;10.07
26.04.2022;0.13;7.5;0;33.27;938.93;33.92;10.43
27.04.2022;0.12;7.96;0;33.5;938.11;31.78;11.75
15.06.2022;0.14;2.47;0;31.53;936.59;52.82;7.13
16.06.2022;0.14;2.43;0;31.48;936.53;54;11.83
17.06.2022;0.13;2.57;0;31.22;936.22;55.21;13.36
18.06.2022;0.13;2.48;0;31.11;936.36;54.64;10.46
19.06.2022;0.13;2.5;0;31.04;936.86;57.15;9.97
30.06.2022;0.13;5.03;0;29.86;935.73;65.58;11.03
1.07.2022;0.12;5.3;0;29.86;934.99;69.18;10.95
2.07.2022;0.13;4.72;0;29.51;933.57;69.54;9.73
3.07.2022;0.14;4.42;0;29.67;933.65;66.87;6.7
4.07.2022;0.14;4.29;0;29.6;933.33;68.95;4.8
5.07.2022;0.15;4.04;0;29.19;931.86;72.57;4.11
6.07.2022;0.15;4.3;0;28.9;933.34;73.81;6.31
7.07.2022;0.15;4.47;0;28.43;935.83;76.36;9.4
8.07.2022;0.14;4.63;0;28.06;935.26;78.38;10.24
9.07.2022;0.19;3.12;0;27.44;933.88;84.25;4.63
10.07.2022;0.19;3.15;0;27.16;934.79;82.29;5.26
11.07.2022;0.18;3.25;0;26.84;936.18;84.98;5.56
12.07.2022;0.18;3.32;0;26.61;935.79;85.56;5.76
13.07.2022;0.18;3.24;0;26.45;933.06;85.74;5.24
14.07.2022;0.18;3.28;0;26.28;930.65;84.23;5.18
